College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,OC,BC,BCM,MBC,SC,SCA,ST
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,CE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,CS,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,EC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,EE,30,9.3,7.95,1.05,6,4.5,0.9,0.3
3848,NM,Non Autonomous,Co.Ed,THANJAVUR,Vandayar Engineering College  Pulavarnatham Post  Mariamman Koil (Via)  Thanjavur District 613001,ME,91,28.21,24.115,3.185,18.2,13.65,2.73,0.91
3848 Total,,,,,,,268,83.08,71.02,9.38,53.6,40.2,8.04,2.68
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,CE,117,36.27,31.005,4.095,23.4,17.55,3.51,1.17
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,CS,54,16.74,14.31,1.89,10.8,8.1,1.62,0.54
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,EC,117,36.27,31.005,4.095,23.4,17.55,3.51,1.17
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,EE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,IT,54,16.74,14.31,1.89,10.8,8.1,1.62,0.54
3849,NM,Non Autonomous,Co.Ed,THANJAVUR,Annai College of Engineering and Technology  Anakudi Road  Kovilacheri  Kumbakonam  Thanjavur District 612503,ME,118,36.58,31.27,4.13,23.6,17.7,3.54,1.18
3849 Total,,,,,,,519,160.89,137.535,18.165,103.8,77.85,15.57,5.19
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,AD,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,EC,18,5.58,4.77,0.63,3.6,2.7,0.54,0.18
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,EE,20,6.2,5.3,0.7,4,3,0.6,0.2
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,IT,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3850,NM,Non Autonomous,Co.Ed,TRICHIRAPPALLI,Vetri Vinayaha College of Engineering and Technology  Namakkal-Trichy Main Road  Tholurpatti Village  Thottiam  Tiruchirappalli District 621215,ME,20,6.2,5.3,0.7,4,3,0.6,0.2
3850 Total,,,,,,,153,47.43,40.545,5.355,30.6,22.95,4.59,1.53
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,CE,56,17.36,14.84,1.96,11.2,8.4,1.68,0.56
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,CS,56,17.36,14.84,1.96,11.2,8.4,1.68,0.56
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,EC,56,17.36,14.84,1.96,11.2,8.4,1.68,0.56
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,EE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3852,NM,Non Autonomous,WOMENS,PUDUKKOTTAI,Sri Bharathi Engineering College for Women  Kaikkuruchi Village  Alangudi Taluk  Pudukkottai District 622303,IT,56,17.36,14.84,1.96,11.2,8.4,1.68,0.56
3852 Total,,,,,,,253,78.43,67.045,8.855,50.6,37.95,7.59,2.53
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,AD,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,AG,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,CE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,CS,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,EE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,IT,30,9.3,7.95,1.05,6,4.5,0.9,0.3
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3854,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mahath Amma Institute of Engineering and Technology (MIET)  Ariyur  Annavasal Road  Illupur Taluk  Pudukkottai District 622101,SC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3854 Total,,,,,,,353,109.43,93.545,12.355,70.6,52.95,10.59,3.53
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,AD,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,CE,22,6.82,5.83,0.77,4.4,3.3,0.66,0.22
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,EC,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,EE,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,IT,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,ME,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
3855,NM,Non Autonomous,Co.Ed,THANJAVUR,As-Salam College of Engineering and Technology  Thirumangalakudi  Aduthurai  Thiruvidaimaruthur  Thanjavur District 612102,SC,20,6.2,5.3,0.7,4,3,0.6,0.2
3855 Total,,,,,,,250,77.5,66.25,8.75,50,37.5,7.5,2.5
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,AG,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,AM,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,BM,30,9.3,7.95,1.05,6,4.5,0.9,0.3
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,CE,30,9.3,7.95,1.05,6,4.5,0.9,0.3
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,CS,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,EC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,EE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3857,NM,Non Autonomous,Co.Ed,ARIYALUR,Meenakshi Ramaswamy Engineering College  Trichy Main Road   Thathanur  Udayarpalayam  Ariyalur District 621804,ME,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
3857 Total,,,,,,,353,109.43,93.545,12.355,70.6,52.95,10.59,3.53
3859,NM,Non Autonomous,Co.Ed,NAGAPATTINAM,Sembodai Rukmani Varatharajan Engineering College  Sembodai Village  Vedaraniam  Nagappattinam District 614820,CE,15,4.65,3.975,0.525,3,2.25,0.45,0.15
3859,NM,Non Autonomous,Co.Ed,NAGAPATTINAM,Sembodai Rukmani Varatharajan Engineering College  Sembodai Village  Vedaraniam  Nagappattinam District 614820,CS,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3859,NM,Non Autonomous,Co.Ed,NAGAPATTINAM,Sembodai Rukmani Varatharajan Engineering College  Sembodai Village  Vedaraniam  Nagappattinam District 614820,EC,15,4.65,3.975,0.525,3,2.25,0.45,0.15
3859,NM,Non Autonomous,Co.Ed,NAGAPATTINAM,Sembodai Rukmani Varatharajan Engineering College  Sembodai Village  Vedaraniam  Nagappattinam District 614820,EE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3859,NM,Non Autonomous,Co.Ed,NAGAPATTINAM,Sembodai Rukmani Varatharajan Engineering College  Sembodai Village  Vedaraniam  Nagappattinam District 614820,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3859 Total,,,,,,,147,45.57,38.955,5.145,29.4,22.05,4.41,1.47
3860,MIN,Non Autonomous,Co.Ed,CUDDALORE,St. Anne's College of Engineering and Technology  Anguchettypalayam  Siruvathur Post  Panruti  Cuddalore District 607110,AM,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3860,MIN,Non Autonomous,Co.Ed,CUDDALORE,St. Anne's College of Engineering and Technology  Anguchettypalayam  Siruvathur Post  Panruti  Cuddalore District 607110,CS,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3860,MIN,Non Autonomous,Co.Ed,CUDDALORE,St. Anne's College of Engineering and Technology  Anguchettypalayam  Siruvathur Post  Panruti  Cuddalore District 607110,EC,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3860,MIN,Non Autonomous,Co.Ed,CUDDALORE,St. Anne's College of Engineering and Technology  Anguchettypalayam  Siruvathur Post  Panruti  Cuddalore District 607110,EE,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3860,MIN,Non Autonomous,Co.Ed,CUDDALORE,St. Anne's College of Engineering and Technology  Anguchettypalayam  Siruvathur Post  Panruti  Cuddalore District 607110,ME,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3860 Total,,,,,,,265,82.15,70.225,9.275,53,39.75,7.95,2.65
3905,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Kings College of Engineering  Punalkulam  Pudukkottai District 613303,AD,20,6.2,5.3,0.7,4,3,0.6,0.2
3905,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Kings College of Engineering  Punalkulam  Pudukkottai District 613303,CE,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3905,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Kings College of Engineering  Punalkulam  Pudukkottai District 613303,CS,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
3905,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Kings College of Engineering  Punalkulam  Pudukkottai District 613303,EC,78,24.18,20.67,2.73,15.6,11.7,2.34,0.78
3905,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Kings College of Engineering  Punalkulam  Pudukkottai District 613303,EE,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3905,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Kings College of Engineering  Punalkulam  Pudukkottai District 613303,ME,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3905 Total,,,,,,,333,103.23,88.245,11.655,66.6,49.95,9.99,3.33
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,AD,20,6.2,5.3,0.7,4,3,0.6,0.2
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,CE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,CS,76,23.56,20.14,2.66,15.2,11.4,2.28,0.76
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,EC,54,16.74,14.31,1.89,10.8,8.1,1.62,0.54
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,EE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,IT,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3908,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Mount Zion College of Engineering and Technology  Pilivalam Post  Pudukkottai District 622507,ME,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3908 Total,,,,,,,286,88.66,75.79,10.01,57.2,42.9,8.58,2.86
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,AM,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,CE,26,8.06,6.89,0.91,5.2,3.9,0.78,0.26
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,CS,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,EC,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,EE,28,8.68,7.42,0.98,5.6,4.2,0.84,0.28
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,ME,26,8.06,6.89,0.91,5.2,3.9,0.78,0.26
3918,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Shanmuganathan Engineering College  Pillivalam Post  Pudukkottai District 622507,SC,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
3918 Total,,,,,,,230,71.3,60.95,8.05,46,34.5,6.9,2.3
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,AD,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,AM,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,CE,22,6.82,5.83,0.77,4.4,3.3,0.66,0.22
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,CS,49,15.19,12.985,1.715,9.8,7.35,1.47,0.49
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,EC,26,8.06,6.89,0.91,5.2,3.9,0.78,0.26
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,EE,22,6.82,5.83,0.77,4.4,3.3,0.66,0.22
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,ME,24,7.44,6.36,0.84,4.8,3.6,0.72,0.24
3920 Total,,,,,,,245,75.95,64.925,8.575,49,36.75,7.35,2.45
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,AD,20,6.2,5.3,0.7,4,3,0.6,0.2
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,AG,20,6.2,5.3,0.7,4,3,0.6,0.2
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,CE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,CS,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,EC,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,EE,19,5.89,5.035,0.665,3.8,2.85,0.57,0.19
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
3923 Total,,,,,,,173,53.63,45.845,6.055,34.6,25.95,5.19,1.73
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,AD,44,13.64,11.66,1.54,8.8,6.6,1.32,0.44
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,CE,23,7.13,6.095,0.805,4.6,3.45,0.69,0.23
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,CS,67,20.77,17.755,2.345,13.4,10.05,2.01,0.67
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,EC,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,EE,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,ME,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
3926 Total,,,,,,,293,90.83,77.645,10.255,58.6,43.95,8.79,2.93
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,CE,30,9.3,7.95,1.05,6,4.5,0.9,0.3
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,CS,118,36.58,31.27,4.13,23.6,17.7,3.54,1.18
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,EC,88,27.28,23.32,3.08,17.6,13.2,2.64,0.88
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,EE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,ME,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
4669 Total,,,,,,,294,91.14,77.91,10.29,58.8,44.1,8.82,2.94
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,AD,41,12.71,10.865,1.435,8.2,6.15,1.23,0.41
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,AG,53,16.43,14.045,1.855,10.6,7.95,1.59,0.53
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,BM,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,CE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,CS,77,23.87,20.405,2.695,15.4,11.55,2.31,0.77
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,EC,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,EE,47,14.57,12.455,1.645,9.4,7.05,1.41,0.47
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
4670 Total,,,,,,,412,127.72,109.18,14.42,82.4,61.8,12.36,4.12
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,AD,50,15.5,13.25,1.75,10,7.5,1.5,0.5
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,CE,39,12.09,10.335,1.365,7.8,5.85,1.17,0.39
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,CS,98,30.38,25.97,3.43,19.6,14.7,2.94,0.98
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,EC,50,15.5,13.25,1.75,10,7.5,1.5,0.5
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,EE,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,ME,38,11.78,10.07,1.33,7.6,5.7,1.14,0.38
4672 Total,,,,,,,313,97.03,82.945,10.955,62.6,46.95,9.39,3.13
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,CB,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,CE,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
