College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,Processed
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,CS,88,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,CY,29,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,EC,88,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,EE,44,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,EI,49,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,IT,59,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,MD,44,14221422
1422,MIN,Autonomous,Co.Ed,CHENGALPET,SRM Valliammai Engineering College (Autonomous)  Kattankulathur  Chennai 603203,ME,44,14221422
1422 Total,,,,,,,563,1422 Total1422 Total
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,AD,29,14231423
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,CS,29,14231423
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,EC,15,14231423
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,IT,29,14231423
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,ME,15,14231423
1423,MIN,Non Autonomous,Co.Ed,CHENGALPET,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,RM,15,14231423
1423 Total,,,,,,,132,1423 Total1423 Total
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,AD,69,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,CB,30,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,CS,78,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,EC,49,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,EE,29,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,ME,29,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,PE,29,14241424
1424,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Dhaanish Ahmed College of Engineering  Padappai  Chennai 601301,RM,30,14241424
1424 Total,,,,,,,343,1424 Total1424 Total
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,AD,38,14261426
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,CS,57,14261426
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,EC,38,14261426
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,EE,20,14261426
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,IT,38,14261426
1426,NM,Non Autonomous,Co.Ed,CHENGALPET,Sri Ramanujar Engineering College  Vandalur  Kolappakkam  Chennai 600127,ME,38,14261426
1426 Total,,,,,,,229,1426 Total1426 Total
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,AD,59,14271427
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,CS,59,14271427
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,EC,59,14271427
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,EE,30,14271427
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,FT,29,14271427
1427,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Sri Krishna Engineering College  Panappakkam  Padappai  Chennai 601301,IT,29,14271427
1427 Total,,,,,,,265,1427 Total1427 Total
1428,NM,Non Autonomous,Co.Ed,VILUPPURAM,E S COLLEGE OF ENGINEERING AND TECHNOLOGY  Chennai Trunk Road  Ayyankoilpattu  Villupuram District 605602,AD,54,14281428
1428,NM,Non Autonomous,Co.Ed,VILUPPURAM,E S COLLEGE OF ENGINEERING AND TECHNOLOGY  Chennai Trunk Road  Ayyankoilpattu  Villupuram District 605602,CS,54,14281428
1428,NM,Non Autonomous,Co.Ed,VILUPPURAM,E S COLLEGE OF ENGINEERING AND TECHNOLOGY  Chennai Trunk Road  Ayyankoilpattu  Villupuram District 605602,EC,59,14281428
1428,NM,Non Autonomous,Co.Ed,VILUPPURAM,E S COLLEGE OF ENGINEERING AND TECHNOLOGY  Chennai Trunk Road  Ayyankoilpattu  Villupuram District 605602,IT,58,14281428
1428 Total,,,,,,,225,1428 Total1428 Total
1430,NM,Non Autonomous,Co.Ed,KALLAKURICHI,Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi  District 606201,CE,19,14301430
1430,NM,Non Autonomous,Co.Ed,KALLAKURICHI,Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi  District 606201,CS,58,14301430
1430,NM,Non Autonomous,Co.Ed,KALLAKURICHI,Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi  District 606201,EC,38,14301430
1430,NM,Non Autonomous,Co.Ed,KALLAKURICHI,Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi  District 606201,EE,48,14301430
1430,NM,Non Autonomous,Co.Ed,KALLAKURICHI,Maha Bharathi Engineering College  A Vasudevanur  Chinnasalem  Kallakurichi  District 606201,ME,48,14301430
1430 Total,,,,,,,211,1430 Total1430 Total
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,AD,43,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,CE,19,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,CS,70,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,EC,38,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,EE,20,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,IT,38,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,ME,20,14311431
1431,NM,Non Autonomous,Co.Ed,CHENGALPET,New Prince Shri Bhavani College of Engineering and Technology  Vengaivasal Main Road  Gowrivakkam  Chennai 600073,SC,47,14311431
1431 Total,,,,,,,295,1431 Total1431 Total
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,AD,88,14321432
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,AM,29,14321432
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,CB,59,14321432
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,CO,30,14321432
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,CS,118,14321432
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,EC,59,14321432
1432,MIN,Non Autonomous,Co.Ed,KANCHEEPURAM,Rajalakshmi Institute of Technology  Irulapalayam  Kuthampakkam Post  Kancheepuram District  Chennai 600124,ME,29,14321432
1432 Total,,,,,,,412,1432 Total1432 Total
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,AD,44,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,AE,49,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,AG,23,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,AU,24,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,CE,25,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,CS,44,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,EC,49,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,EE,49,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,ME,49,14341434
1434,NM,Non Autonomous,Co.Ed,VILUPPURAM,Surya Group of Institutions  GST Road  Vikravandi Village  Villupuram District 605652,SC,24,14341434
1434 Total,,,,,,,380,1434 Total1434 Total
1436,NM,Non Autonomous,Co.Ed,VILUPPURAM,A R Engineering College  Vadakuchipalayam  Kappiyampuliyur Post  Villupuram District 605601,AD,59,14361436
1436,NM,Non Autonomous,Co.Ed,VILUPPURAM,A R Engineering College  Vadakuchipalayam  Kappiyampuliyur Post  Villupuram District 605601,CE,29,14361436
1436,NM,Non Autonomous,Co.Ed,VILUPPURAM,A R Engineering College  Vadakuchipalayam  Kappiyampuliyur Post  Villupuram District 605601,CS,59,14361436
1436,NM,Non Autonomous,Co.Ed,VILUPPURAM,A R Engineering College  Vadakuchipalayam  Kappiyampuliyur Post  Villupuram District 605601,EC,59,14361436
1436,NM,Non Autonomous,Co.Ed,VILUPPURAM,A R Engineering College  Vadakuchipalayam  Kappiyampuliyur Post  Villupuram District 605601,EE,29,14361436
1436,NM,Non Autonomous,Co.Ed,VILUPPURAM,A R Engineering College  Vadakuchipalayam  Kappiyampuliyur Post  Villupuram District 605601,ME,59,14361436
1436 Total,,,,,,,294,1436 Total1436 Total
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,AD,20,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,AU,24,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,CE,25,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,CS,38,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,EC,48,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,EE,24,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,IT,38,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,ME,25,14371437
1437,NM,Non Autonomous,Co.Ed,KANCHEEPURAM,Rrase College of Engineering  Padappai  Kancheepuram  601301,SC,21,14371437
1437 Total,,,,,,,263,1437 Total1437 Total
1438,NM,Non Autonomous,Co.Ed,VELLORE,Sree Krishna College of Engineering  Anaicut Post  Unnai Village  Vellore District 632101,CE,25,14381438
1438,NM,Non Autonomous,Co.Ed,VELLORE,Sree Krishna College of Engineering  Anaicut Post  Unnai Village  Vellore District 632101,CS,38,14381438
1438,NM,Non Autonomous,Co.Ed,VELLORE,Sree Krishna College of Engineering  Anaicut Post  Unnai Village  Vellore District 632101,EC,38,14381438
1438,NM,Non Autonomous,Co.Ed,VELLORE,Sree Krishna College of Engineering  Anaicut Post  Unnai Village  Vellore District 632101,EE,25,14381438
1438,NM,Non Autonomous,Co.Ed,VELLORE,Sree Krishna College of Engineering  Anaicut Post  Unnai Village  Vellore District 632101,ME,54,14381438
1438 Total,,,,,,,180,1438 Total1438 Total
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,AD,20,14411441
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,CE,24,14411441
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,CS,38,14411441
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,EC,38,14411441
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,EE,48,14411441
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,IT,38,14411441
1441,NM,Non Autonomous,Co.Ed,KALLAKURICHI,A K T Memorial College of Engineering and Technology  Neelamangalam Village  Kallakurichi District 606202,ME,48,14411441
1441 Total,,,,,,,254,1441 Total1441 Total
1442,NM,Non Autonomous,Co.Ed,CHENGALPET,Prince Dr. K Vasudevan College of Engineering and Technology  Medavakkam-Mambakkam Road  Ponmar  Chennai 600127,AD,38,14421442
1442,NM,Non Autonomous,Co.Ed,CHENGALPET,Prince Dr. K Vasudevan College of Engineering and Technology  Medavakkam-Mambakkam Road  Ponmar  Chennai 600127,BM,19,14421442
1442,NM,Non Autonomous,Co.Ed,CHENGALPET,Prince Dr. K Vasudevan College of Engineering and Technology  Medavakkam-Mambakkam Road  Ponmar  Chennai 600127,CS,38,14421442
1442,NM,Non Autonomous,Co.Ed,CHENGALPET,Prince Dr. K Vasudevan College of Engineering and Technology  Medavakkam-Mambakkam Road  Ponmar  Chennai 600127,SC,38,14421442
1442 Total,,,,,,,133,1442 Total1442 Total
1444,NM,Non Autonomous,Co.Ed,CHENGALPET,Chendu College of Engineering and Technology  Zamin Endathur Village  Madurantakam Taluk  Chengalpattu District 600127,CE,19,14441444
1444,NM,Non Autonomous,Co.Ed,CHENGALPET,Chendu College of Engineering and Technology  Zamin Endathur Village  Madurantakam Taluk  Chengalpattu District 600127,CS,49,14441444
1444,NM,Non Autonomous,Co.Ed,CHENGALPET,Chendu College of Engineering and Technology  Zamin Endathur Village  Madurantakam Taluk  Chengalpattu District 600127,EC,49,14441444
1444,NM,Non Autonomous,Co.Ed,CHENGALPET,Chendu College of Engineering and Technology  Zamin Endathur Village  Madurantakam Taluk  Chengalpattu District 600127,ME,38,14441444
1444 Total,,,,,,,155,1444 Total1444 Total
1445,NM,Non Autonomous,Co.Ed,VILUPPURAM,Sri Rangapoopathi College of Engineering  Alampoondi Village  Gingee  Villupuram District 604151,CE,53,14451445
