College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,Processed
4864,NM,Non Autonomous,Co.Ed,TUTICORIN,V V College of Engineering  Arasoor Village  Idaichivilai Post  Santhakulam Taluk  Thoothukudi District 628656,ME,59,48644864
4864 Total,,,,,,,284,4864 Total4864 Total
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,AD,39,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,AG,53,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,AM,38,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,BM,48,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,BT,48,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,CB,38,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,CD,38,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,CE,19,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,CH,29,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,CI,38,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,CS,115,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,EC,115,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,EE,38,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,IT,77,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,ME,38,49174917
4917,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Sethu Institute of Technology (Autonomous)  Kariapatti Post  Virudhunagar District 626115,SC,38,49174917
4917 Total,,,,,,,809,4917 Total4917 Total
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,AU,15,49274927
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,BM,15,49274927
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,CE,29,49274927
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,CS,29,49274927
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,EC,19,49274927
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,EE,15,49274927
4927,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Maria College of Engineering and Technology  Attoor Puliyamoodu Junction  Thiruvattar Post  Kanyakumari District 629177,ME,59,49274927
4927 Total,,,,,,,181,4927 Total4927 Total
4928,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai  Marthandam  Kanyakumari District 629171,AD,39,49284928
4928,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai  Marthandam  Kanyakumari District 629171,CE,59,49284928
4928,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai  Marthandam  Kanyakumari District 629171,CS,59,49284928
4928,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai  Marthandam  Kanyakumari District 629171,EC,59,49284928
4928,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai  Marthandam  Kanyakumari District 629171,EE,59,49284928
4928,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,MAR Ephraem College of Engineering & Technology  Malankara Hills  Elavuvillai  Marthandam  Kanyakumari District 629171,ME,117,49284928
4928 Total,,,,,,,392,4928 Total4928 Total
4929,NM,Non Autonomous,Co.Ed,KANYAKUMARI,M E T Engineering College  Mogals Garden  Thovalai Village  Aralvaimozhi Town Panchayat  Thovalai  Kanyakumari District 629304,AD,25,49294929
4929,NM,Non Autonomous,Co.Ed,KANYAKUMARI,M E T Engineering College  Mogals Garden  Thovalai Village  Aralvaimozhi Town Panchayat  Thovalai  Kanyakumari District 629304,CE,48,49294929
4929,NM,Non Autonomous,Co.Ed,KANYAKUMARI,M E T Engineering College  Mogals Garden  Thovalai Village  Aralvaimozhi Town Panchayat  Thovalai  Kanyakumari District 629304,CS,88,49294929
4929,NM,Non Autonomous,Co.Ed,KANYAKUMARI,M E T Engineering College  Mogals Garden  Thovalai Village  Aralvaimozhi Town Panchayat  Thovalai  Kanyakumari District 629304,EC,54,49294929
4929,NM,Non Autonomous,Co.Ed,KANYAKUMARI,M E T Engineering College  Mogals Garden  Thovalai Village  Aralvaimozhi Town Panchayat  Thovalai  Kanyakumari District 629304,EE,48,49294929
4929,NM,Non Autonomous,Co.Ed,KANYAKUMARI,M E T Engineering College  Mogals Garden  Thovalai Village  Aralvaimozhi Town Panchayat  Thovalai  Kanyakumari District 629304,ME,48,49294929
4929 Total,,,,,,,311,4929 Total4929 Total
4931,NM,Non Autonomous,Co.Ed,TUTICORIN,Grace College of Engineering  Chandy Nagar  Mullakkadu  Thoothukudi District 628005,AD,20,49314931
4931,NM,Non Autonomous,Co.Ed,TUTICORIN,Grace College of Engineering  Chandy Nagar  Mullakkadu  Thoothukudi District 628005,CE,20,49314931
4931,NM,Non Autonomous,Co.Ed,TUTICORIN,Grace College of Engineering  Chandy Nagar  Mullakkadu  Thoothukudi District 628005,CS,108,49314931
4931,NM,Non Autonomous,Co.Ed,TUTICORIN,Grace College of Engineering  Chandy Nagar  Mullakkadu  Thoothukudi District 628005,EC,25,49314931
4931,NM,Non Autonomous,Co.Ed,TUTICORIN,Grace College of Engineering  Chandy Nagar  Mullakkadu  Thoothukudi District 628005,EE,24,49314931
4931,NM,Non Autonomous,Co.Ed,TUTICORIN,Grace College of Engineering  Chandy Nagar  Mullakkadu  Thoothukudi District 628005,ME,19,49314931
4931 Total,,,,,,,216,4931 Total4931 Total
4933,MIN,Non Autonomous,Co.Ed,TUTICORIN,St. Mother Theresa Engineering College  Vagaikulam  Thoothukudi District 628102,CS,157,49334933
4933,MIN,Non Autonomous,Co.Ed,TUTICORIN,St. Mother Theresa Engineering College  Vagaikulam  Thoothukudi District 628102,EC,59,49334933
4933,MIN,Non Autonomous,Co.Ed,TUTICORIN,St. Mother Theresa Engineering College  Vagaikulam  Thoothukudi District 628102,EE,49,49334933
4933,MIN,Non Autonomous,Co.Ed,TUTICORIN,St. Mother Theresa Engineering College  Vagaikulam  Thoothukudi District 628102,ME,49,49334933
4933 Total,,,,,,,314,4933 Total4933 Total
4934,NM,Non Autonomous,Co.Ed,TUTICORIN,Holy Cross Engineering College  Vagaikulam  Sri Mulakarai  Srivaikuntam   Thoothukudi District 628851,BM,43,49344934
4934,NM,Non Autonomous,Co.Ed,TUTICORIN,Holy Cross Engineering College  Vagaikulam  Sri Mulakarai  Srivaikuntam   Thoothukudi District 628851,CS,48,49344934
4934,NM,Non Autonomous,Co.Ed,TUTICORIN,Holy Cross Engineering College  Vagaikulam  Sri Mulakarai  Srivaikuntam   Thoothukudi District 628851,EC,48,49344934
4934,NM,Non Autonomous,Co.Ed,TUTICORIN,Holy Cross Engineering College  Vagaikulam  Sri Mulakarai  Srivaikuntam   Thoothukudi District 628851,EE,48,49344934
4934,NM,Non Autonomous,Co.Ed,TUTICORIN,Holy Cross Engineering College  Vagaikulam  Sri Mulakarai  Srivaikuntam   Thoothukudi District 628851,ME,48,49344934
4934 Total,,,,,,,235,4934 Total4934 Total
4937,NM,Non Autonomous,Co.Ed,TIRUNELVELI,A.R College of Engineering and Technology  A.R Nagar  Kadayam-Alangulam Road  Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,CE,19,49374937
4937,NM,Non Autonomous,Co.Ed,TIRUNELVELI,A.R College of Engineering and Technology  A.R Nagar  Kadayam-Alangulam Road  Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,CS,38,49374937
4937,NM,Non Autonomous,Co.Ed,TIRUNELVELI,A.R College of Engineering and Technology  A.R Nagar  Kadayam-Alangulam Road  Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,EC,18,49374937
4937,NM,Non Autonomous,Co.Ed,TIRUNELVELI,A.R College of Engineering and Technology  A.R Nagar  Kadayam-Alangulam Road  Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,EE,19,49374937
4937,NM,Non Autonomous,Co.Ed,TIRUNELVELI,A.R College of Engineering and Technology  A.R Nagar  Kadayam-Alangulam Road  Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,ME,19,49374937
4937,NM,Non Autonomous,Co.Ed,TIRUNELVELI,A.R College of Engineering and Technology  A.R Nagar  Kadayam-Alangulam Road  Therkkumadathoor P.o Ambasamudram Taluk Tirunelveli-627423,MZ,20,49374937
4937 Total,,,,,,,133,4937 Total4937 Total
4938,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Sivaji College of Engineering and Technology  Manivilla Palulai Panchayat  Vilavancode  Kanyakumari District 629171,AD,38,49384938
4938,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Sivaji College of Engineering and Technology  Manivilla Palulai Panchayat  Vilavancode  Kanyakumari District 629171,AG,38,49384938
4938,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Sivaji College of Engineering and Technology  Manivilla Palulai Panchayat  Vilavancode  Kanyakumari District 629171,CE,38,49384938
4938,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Sivaji College of Engineering and Technology  Manivilla Palulai Panchayat  Vilavancode  Kanyakumari District 629171,CS,38,49384938
4938,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Sivaji College of Engineering and Technology  Manivilla Palulai Panchayat  Vilavancode  Kanyakumari District 629171,EE,19,49384938
4938,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Sivaji College of Engineering and Technology  Manivilla Palulai Panchayat  Vilavancode  Kanyakumari District 629171,ME,20,49384938
4938 Total,,,,,,,191,4938 Total4938 Total
4941,NM,Non Autonomous,Co.Ed,TUTICORIN,Unnamalai Institute of Technology  Ayyaneri  Kovilpatti  Thoothukudi District 628502,CS,57,49414941
4941,NM,Non Autonomous,Co.Ed,TUTICORIN,Unnamalai Institute of Technology  Ayyaneri  Kovilpatti  Thoothukudi District 628502,EC,58,49414941
4941,NM,Non Autonomous,Co.Ed,TUTICORIN,Unnamalai Institute of Technology  Ayyaneri  Kovilpatti  Thoothukudi District 628502,EE,59,49414941
4941,NM,Non Autonomous,Co.Ed,TUTICORIN,Unnamalai Institute of Technology  Ayyaneri  Kovilpatti  Thoothukudi District 628502,ME,59,49414941
4941 Total,,,,,,,233,4941 Total4941 Total
4944,NM,Non Autonomous,WOMENS,KANYAKUMARI,Arunachala College of Engineering for Women  Thanka Gardens  Manavilai  Vellichanthai  Nagercoil  Kanyakumari District 629203,AD,118,49444944
4944,NM,Non Autonomous,WOMENS,KANYAKUMARI,Arunachala College of Engineering for Women  Thanka Gardens  Manavilai  Vellichanthai  Nagercoil  Kanyakumari District 629203,CE,29,49444944
4944,NM,Non Autonomous,WOMENS,KANYAKUMARI,Arunachala College of Engineering for Women  Thanka Gardens  Manavilai  Vellichanthai  Nagercoil  Kanyakumari District 629203,CS,106,49444944
4944,NM,Non Autonomous,WOMENS,KANYAKUMARI,Arunachala College of Engineering for Women  Thanka Gardens  Manavilai  Vellichanthai  Nagercoil  Kanyakumari District 629203,EC,118,49444944
4944,NM,Non Autonomous,WOMENS,KANYAKUMARI,Arunachala College of Engineering for Women  Thanka Gardens  Manavilai  Vellichanthai  Nagercoil  Kanyakumari District 629203,EE,29,49444944
4944,NM,Non Autonomous,WOMENS,KANYAKUMARI,Arunachala College of Engineering for Women  Thanka Gardens  Manavilai  Vellichanthai  Nagercoil  Kanyakumari District 629203,IT,59,49444944
4944 Total,,,,,,,459,4944 Total4944 Total
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,AD,49,49464946
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,CE,15,49464946
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,CS,78,49464946
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,EC,39,49464946
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,EE,15,49464946
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,IT,44,49464946
4946,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,D M I Engineering College  Aralvaimozhi Village  Thovalai  Kanyakumari District 629301,ME,25,49464946
4946 Total,,,,,,,265,4946 Total4946 Total
4948,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rajas Institute of Technology   Ozhuginasery  Nagercoil  Kanyakumari District 629001,CD,52,49484948
4948,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rajas Institute of Technology   Ozhuginasery  Nagercoil  Kanyakumari District 629001,CE,53,49484948
4948,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rajas Institute of Technology   Ozhuginasery  Nagercoil  Kanyakumari District 629001,CS,53,49484948
4948,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rajas Institute of Technology   Ozhuginasery  Nagercoil  Kanyakumari District 629001,EC,53,49484948
4948,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rajas Institute of Technology   Ozhuginasery  Nagercoil  Kanyakumari District 629001,EE,26,49484948
4948,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rajas Institute of Technology   Ozhuginasery  Nagercoil  Kanyakumari District 629001,FT,53,49484948
4948 Total,,,,,,,290,4948 Total4948 Total
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,CE,59,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,CS,49,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,EC,58,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,EE,59,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,IN,29,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,ME,59,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,MU,59,49494949
4949,NM,Non Autonomous,Co.Ed,TIRUNELVELI,PSN Institute of Technology and Science Melathediyoor  Tirunelveli-627 152,MZ,59,49494949
4949 Total,,,,,,,431,4949 Total4949 Total
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,AD,59,49524952
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,CE,29,49524952
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,CS,117,49524952
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,EC,59,49524952
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,EE,59,49524952
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,IT,59,49524952
4952,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,C S I Institute of Technology  Thovalai  Kanyakumari District 629302,ME,59,49524952
4952 Total,,,,,,,441,4952 Total4952 Total
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,AM,20,49534953
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,CE,20,49534953
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,CS,76,49534953
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,EC,38,49534953
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,EE,38,49534953
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,IT,19,49534953
4953,NM,Non Autonomous,Co.Ed,TIRUNELVELI,CAPE Institute of Technology  Levingipuram  Tirunelveli District 627114,ME,76,49534953
4953 Total,,,,,,,287,4953 Total4953 Total
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,AD,19,49544954
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,CE,29,49544954
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,CS,38,49544954
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,EC,20,49544954
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,EE,21,49544954
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,IT,38,49544954
4954,NM,Non Autonomous,Co.Ed,TUTICORIN,Dr. Sivanthi Aditanar College of Engineering  Tiruchendur  Thoothukudi District 628215,ME,29,49544954
4954 Total,,,,,,,194,4954 Total4954 Total
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,AD,59,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,CB,49,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,CE,49,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,CS,88,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,EC,78,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,EE,49,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,IT,69,49554955
4955,MIN,Autonomous,Co.Ed,TIRUNELVELI,Francis Xavier Engineering College (Autonomous)  Vannarpettai  Tirunelveli District 627003,ME,49,49554955
4955 Total,,,,,,,490,4955 Total4955 Total
4956,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Jayamatha Engineering College  Aralvaimozhi  Kanyakumari District,CE,29,49564956
4956,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Jayamatha Engineering College  Aralvaimozhi  Kanyakumari District,CS,15,49564956
4956,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Jayamatha Engineering College  Aralvaimozhi  Kanyakumari District,EC,23,49564956
4956,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Jayamatha Engineering College  Aralvaimozhi  Kanyakumari District,EE,16,49564956
4956,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Jayamatha Engineering College  Aralvaimozhi  Kanyakumari District,IC,17,49564956
4956,MIN,Non Autonomous,Co.Ed,KANYAKUMARI,Jayamatha Engineering College  Aralvaimozhi  Kanyakumari District,ME,24,49564956
4956 Total,,,,,,,124,4956 Total4956 Total
4957,NM,Non Autonomous,Co.Ed,TUTICORIN,Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District 628617,AD,47,49574957
4957,NM,Non Autonomous,Co.Ed,TUTICORIN,Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District 628617,CS,42,49574957
4957,NM,Non Autonomous,Co.Ed,TUTICORIN,Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District 628617,EC,59,49574957
4957,NM,Non Autonomous,Co.Ed,TUTICORIN,Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District 628617,IT,56,49574957
4957,NM,Non Autonomous,Co.Ed,TUTICORIN,Jayaraj Annapackiam CSI College of Engineering  Nazareth  Thoothukudi District 628617,ME,59,49574957
4957 Total,,,,,,,263,4957 Total4957 Total
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,AD,38,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,BT,44,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,CE,19,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,CS,115,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,EC,76,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,EE,19,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,IT,76,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,ME,20,49594959
4959,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Kamaraj College of Engineering and Technology (Autonomous)  Virudhunagar District 626001,MZ,19,49594959
4959 Total,,,,,,,426,4959 Total4959 Total
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,AD,77,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,BM,38,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,BT,38,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,CE,76,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,CS,115,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,EC,115,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,EE,76,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,IT,76,49604960
4960,NM,Autonomous,Co.Ed,VIRUDHUNAGAR,Mepco Schlenk Engineering College (Autonomous)   Sivakasi  Virudhunagar District 626005,ME,77,49604960
4960 Total,,,,,,,688,4960 Total4960 Total
4961,MIN,Non Autonomous,Co.Ed,TIRUNELVELI,"Nellai College of Engineering, Maruthakulam Post  Tirunelveli District 627151",CE,39,49614961
4961,MIN,Non Autonomous,Co.Ed,TIRUNELVELI,"Nellai College of Engineering, Maruthakulam Post  Tirunelveli District 627151",CS,88,49614961
4961,MIN,Non Autonomous,Co.Ed,TIRUNELVELI,"Nellai College of Engineering, Maruthakulam Post  Tirunelveli District 627151",EC,59,49614961
4961,MIN,Non Autonomous,Co.Ed,TIRUNELVELI,"Nellai College of Engineering, Maruthakulam Post  Tirunelveli District 627151",EE,59,49614961
4961,MIN,Non Autonomous,Co.Ed,TIRUNELVELI,"Nellai College of Engineering, Maruthakulam Post  Tirunelveli District 627151",ME,39,49614961
4961 Total,,,,,,,284,4961 Total4961 Total
4962,NM,Autonomous,Co.Ed,TUTICORIN,National  Engineering College (Autonomous)  Kovilpatti  Thoothukudi District 628503,AD,39,49624962
4962,NM,Autonomous,Co.Ed,TUTICORIN,National  Engineering College (Autonomous)  Kovilpatti  Thoothukudi District 628503,CE,38,49624962
4962,NM,Autonomous,Co.Ed,TUTICORIN,National  Engineering College (Autonomous)  Kovilpatti  Thoothukudi District 628503,CS,76,49624962
4962,NM,Autonomous,Co.Ed,TUTICORIN,National  Engineering College (Autonomous)  Kovilpatti  Thoothukudi District 628503,EC,76,49624962
4962,NM,Autonomous,Co.Ed,TUTICORIN,National  Engineering College (Autonomous)  Kovilpatti  Thoothukudi District 628503,EE,38,49624962
