college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation,OC,OC_7.5,BC,BC_7.5,BCM,BCM_7.5,MBC,MBC_7.5,SC,SC_7.5,SCA,SCA_7.5,ST,ST_7.5,Rounded_OC,Rounded_OC_7.5,Rounded_BC,Rounded_BC_7.5,Rounded_BCM,Rounded_BCM_7.5
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,AD,49.0000,15.1900,12.9850,1.7150,9.8000,7.3500,1.4700,0.4900,45.3250,3.6750,14.0508,1.1392,12.0111,0.9739,1.5864,0.1286,9.0650,0.7350,6.7988,0.5512,1.3598,0.1102,0.4533,0.0367,14,1,12,1,2,0
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,AM,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,CE,22.0000,6.8200,5.8300,0.7700,4.4000,3.3000,0.6600,0.2200,20.3500,1.6500,6.3085,0.5115,5.3928,0.4372,0.7123,0.0578,4.0700,0.3300,3.0525,0.2475,0.6105,0.0495,0.2035,0.0165,6,1,5,0,1,0
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,CS,49.0000,15.1900,12.9850,1.7150,9.8000,7.3500,1.4700,0.4900,45.3250,3.6750,14.0508,1.1392,12.0111,0.9739,1.5864,0.1286,9.0650,0.7350,6.7988,0.5512,1.3598,0.1102,0.4533,0.0367,14,1,12,1,2,0
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,EC,26.0000,8.0600,6.8900,0.9100,5.2000,3.9000,0.7800,0.2600,24.0500,1.9500,7.4555,0.6045,6.3733,0.5168,0.8418,0.0683,4.8100,0.3900,3.6075,0.2925,0.7215,0.0585,0.2405,0.0195,7,1,6,0,1,0
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,EE,22.0000,6.8200,5.8300,0.7700,4.4000,3.3000,0.6600,0.2200,20.3500,1.6500,6.3085,0.5115,5.3928,0.4372,0.7123,0.0578,4.0700,0.3300,3.0525,0.2475,0.6105,0.0495,0.2035,0.0165,6,1,5,0,1,0
3920,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Sudharsan Engineering College  Sathiyamangalam Post  Pudukkottai District 622501,ME,24.0000,7.4400,6.3600,0.8400,4.8000,3.6000,0.7200,0.2400,22.2000,1.8000,6.8820,0.5580,5.8830,0.4770,0.7770,0.0630,4.4400,0.3600,3.3300,0.2700,0.6660,0.0540,0.2220,0.0180,7,1,6,0,1,0
3920 Total,,,,,,,245.0000,75.9500,64.9250,8.5750,49.0000,36.7500,7.3500,2.4500,226.6250,18.3750,70.2537,5.6963,60.0556,4.8694,7.9319,0.6431,45.3250,3.6750,33.9937,2.7563,6.7988,0.5513,2.2662,0.1837,70,6,60,5,8,1
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,AD,20.0000,6.2000,5.3000,0.7000,4.0000,3.0000,0.6000,0.2000,18.5000,1.5000,5.7350,0.4650,4.9025,0.3975,0.6475,0.0525,3.7000,0.3000,2.7750,0.2250,0.5550,0.0450,0.1850,0.0150,6,0,5,0,1,0
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,AG,20.0000,6.2000,5.3000,0.7000,4.0000,3.0000,0.6000,0.2000,18.5000,1.5000,5.7350,0.4650,4.9025,0.3975,0.6475,0.0525,3.7000,0.3000,2.7750,0.2250,0.5550,0.0450,0.1850,0.0150,6,0,5,0,1,0
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,CE,19.0000,5.8900,5.0350,0.6650,3.8000,2.8500,0.5700,0.1900,17.5750,1.4250,5.4482,0.4418,4.6574,0.3776,0.6151,0.0499,3.5150,0.2850,2.6362,0.2137,0.5272,0.0427,0.1757,0.0143,5,0,5,0,1,0
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,CS,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,EC,19.0000,5.8900,5.0350,0.6650,3.8000,2.8500,0.5700,0.1900,17.5750,1.4250,5.4482,0.4418,4.6574,0.3776,0.6151,0.0499,3.5150,0.2850,2.6362,0.2137,0.5272,0.0427,0.1757,0.0143,5,0,5,0,1,0
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,EE,19.0000,5.8900,5.0350,0.6650,3.8000,2.8500,0.5700,0.1900,17.5750,1.4250,5.4482,0.4418,4.6574,0.3776,0.6151,0.0499,3.5150,0.2850,2.6362,0.2137,0.5272,0.0427,0.1757,0.0143,5,0,5,0,1,0
3923,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,M N S K College of Engineering  Vallathirakkottai Post  Pudukkottai District 622305,ME,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
3923 Total,,,,,,,173.0000,53.6300,45.8450,6.0550,34.6000,25.9500,5.1900,1.7300,160.0250,12.9750,49.6078,4.0222,42.4066,3.4384,5.6009,0.4541,32.0050,2.5950,24.0038,1.9462,4.8007,0.3892,1.6003,0.1298,50,4,42,3,6,1
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,AD,44.0000,13.6400,11.6600,1.5400,8.8000,6.6000,1.3200,0.4400,40.7000,3.3000,12.6170,1.0230,10.7855,0.8745,1.4245,0.1155,8.1400,0.6600,6.1050,0.4950,1.2210,0.0990,0.4070,0.0330,13,1,11,1,1,0
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,CE,23.0000,7.1300,6.0950,0.8050,4.6000,3.4500,0.6900,0.2300,21.2750,1.7250,6.5953,0.5347,5.6379,0.4571,0.7446,0.0604,4.2550,0.3450,3.1913,0.2587,0.6383,0.0517,0.2128,0.0172,7,1,6,0,1,0
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,CS,67.0000,20.7700,17.7550,2.3450,13.4000,10.0500,2.0100,0.6700,61.9750,5.0250,19.2123,1.5577,16.4234,1.3316,2.1691,0.1759,12.3950,1.0050,9.2963,0.7537,1.8593,0.1507,0.6198,0.0502,19,2,16,1,2,0
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,EC,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,EE,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
3926,NM,Non Autonomous,Co.Ed,PUDUKKOTTAI,Chendhuran College of Engineering and Technology  Madurai Road  Lenavilakku  Pilivalam Post  Pudukkottai - 622 507,ME,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
3926 Total,,,,,,,293.0000,90.8300,77.6450,10.2550,58.6000,43.9500,8.7900,2.9300,271.0250,21.9750,84.0178,6.8122,71.8216,5.8234,9.4859,0.7691,54.2050,4.3950,40.6538,3.2962,8.1308,0.6592,2.7103,0.2197,84,7,72,6,9,1
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,CE,30.0000,9.3000,7.9500,1.0500,6.0000,4.5000,0.9000,0.3000,27.7500,2.2500,8.6025,0.6975,7.3538,0.5963,0.9713,0.0788,5.5500,0.4500,4.1625,0.3375,0.8325,0.0675,0.2775,0.0225,9,1,7,1,1,0
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,CS,118.0000,36.5800,31.2700,4.1300,23.6000,17.7000,3.5400,1.1800,109.1500,8.8500,33.8365,2.7435,28.9248,2.3453,3.8203,0.3098,21.8300,1.7700,16.3725,1.3275,3.2745,0.2655,1.0915,0.0885,34,3,29,2,4,1
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,EC,88.0000,27.2800,23.3200,3.0800,17.6000,13.2000,2.6400,0.8800,81.4000,6.6000,25.2340,2.0460,21.5710,1.7490,2.8490,0.2310,16.2800,1.3200,12.2100,0.9900,2.4420,0.1980,0.8140,0.0660,25,2,22,2,3,1
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,EE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4669,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Thamirabharani Engineering College  Chathirampudukulam Village  Thatchanallur  Tirunelveli District 627358,ME,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4669 Total,,,,,,,294.0000,91.1400,77.9100,10.2900,58.8000,44.1000,8.8200,2.9400,271.9500,22.0500,84.3045,6.8355,72.0667,5.8433,9.5183,0.7718,54.3900,4.4100,40.7925,3.3075,8.1585,0.6615,2.7195,0.2205,84,7,72,6,9,1
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,AD,41.0000,12.7100,10.8650,1.4350,8.2000,6.1500,1.2300,0.4100,37.9250,3.0750,11.7568,0.9532,10.0501,0.8149,1.3274,0.1076,7.5850,0.6150,5.6888,0.4612,1.1378,0.0922,0.3793,0.0307,12,1,10,1,1,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,AG,53.0000,16.4300,14.0450,1.8550,10.6000,7.9500,1.5900,0.5300,49.0250,3.9750,15.1978,1.2322,12.9916,1.0534,1.7159,0.1391,9.8050,0.7950,7.3538,0.5962,1.4708,0.1192,0.4903,0.0398,15,1,13,1,2,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,BM,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,CE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,CS,77.0000,23.8700,20.4050,2.6950,15.4000,11.5500,2.3100,0.7700,71.2250,5.7750,22.0798,1.7902,18.8746,1.5304,2.4929,0.2021,14.2450,1.1550,10.6838,0.8662,2.1368,0.1732,0.7123,0.0577,22,2,19,2,2,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,EC,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,EE,47.0000,14.5700,12.4550,1.6450,9.4000,7.0500,1.4100,0.4700,43.4750,3.5250,13.4772,1.0927,11.5209,0.9341,1.5216,0.1234,8.6950,0.7050,6.5213,0.5287,1.3042,0.1057,0.4348,0.0352,13,1,12,1,1,0
4670,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Rohini College of Engineering & Technology  Anjugramam-Kanyakumari Main Road  Palkulam  Variyoor Post  Kanyakumari District 629401,ME,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
4670 Total,,,,,,,412.0000,127.7200,109.1800,14.4200,82.4000,61.8000,12.3600,4.1200,381.1000,30.9000,118.1410,9.5790,100.9915,8.1885,13.3385,1.0815,76.2200,6.1800,57.1650,4.6350,11.4330,0.9270,3.8110,0.3090,118,10,101,8,13,1
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,AD,50.0000,15.5000,13.2500,1.7500,10.0000,7.5000,1.5000,0.5000,46.2500,3.7500,14.3375,1.1625,12.2563,0.9938,1.6188,0.1313,9.2500,0.7500,6.9375,0.5625,1.3875,0.1125,0.4625,0.0375,14,1,12,1,2,0
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,CE,39.0000,12.0900,10.3350,1.3650,7.8000,5.8500,1.1700,0.3900,36.0750,2.9250,11.1833,0.9067,9.5599,0.7751,1.2626,0.1024,7.2150,0.5850,5.4112,0.4387,1.0822,0.0877,0.3608,0.0292,11,1,10,1,1,0
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,CS,98.0000,30.3800,25.9700,3.4300,19.6000,14.7000,2.9400,0.9800,90.6500,7.3500,28.1015,2.2785,24.0223,1.9478,3.1728,0.2573,18.1300,1.4700,13.5975,1.1025,2.7195,0.2205,0.9065,0.0735,28,2,24,2,3,1
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,EC,50.0000,15.5000,13.2500,1.7500,10.0000,7.5000,1.5000,0.5000,46.2500,3.7500,14.3375,1.1625,12.2563,0.9938,1.6188,0.1313,9.2500,0.7500,6.9375,0.5625,1.3875,0.1125,0.4625,0.0375,14,1,12,1,2,0
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,EE,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
4672,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Stella Mary's College of Engineering  Arunthengan Vilai  Azhikal Post  Kanyakumari District 629202,ME,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
4672 Total,,,,,,,313.0000,97.0300,82.9450,10.9550,62.6000,46.9500,9.3900,3.1300,289.5250,23.4750,89.7528,7.2772,76.7241,6.2209,10.1334,0.8216,57.9050,4.6950,43.4288,3.5212,8.6858,0.7042,2.8953,0.2347,90,7,77,6,10,1
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,CB,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,CE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,CS,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,EC,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,EE,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4675,NM,Non Autonomous,Co.Ed,TIRUNELVELI,Universal College of Engineering and Technology  Anbagam Campus  Radhapuram Road  Vallioor  Tirunelveli District 627117,ME,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4675 Total,,,,,,,294.0000,91.1400,77.9100,10.2900,58.8000,44.1000,8.8200,2.9400,271.9500,22.0500,84.3045,6.8355,72.0667,5.8433,9.5183,0.7718,54.3900,4.4100,40.7925,3.3075,8.1585,0.6615,2.7195,0.2205,84,7,72,6,9,1
4676,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Renganayagi Varatharaj College of Engineering  Salvarpatti  Sivakasi  Virudhunagar District 626128,AD,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
4676,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Renganayagi Varatharaj College of Engineering  Salvarpatti  Sivakasi  Virudhunagar District 626128,CS,76.0000,23.5600,20.1400,2.6600,15.2000,11.4000,2.2800,0.7600,70.3000,5.7000,21.7930,1.7670,18.6295,1.5105,2.4605,0.1995,14.0600,1.1400,10.5450,0.8550,2.1090,0.1710,0.7030,0.0570,22,2,19,1,2,0
4676,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Renganayagi Varatharaj College of Engineering  Salvarpatti  Sivakasi  Virudhunagar District 626128,EC,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
4676,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Renganayagi Varatharaj College of Engineering  Salvarpatti  Sivakasi  Virudhunagar District 626128,EE,19.0000,5.8900,5.0350,0.6650,3.8000,2.8500,0.5700,0.1900,17.5750,1.4250,5.4482,0.4418,4.6574,0.3776,0.6151,0.0499,3.5150,0.2850,2.6362,0.2137,0.5272,0.0427,0.1757,0.0143,5,0,5,0,1,0
4676,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Renganayagi Varatharaj College of Engineering  Salvarpatti  Sivakasi  Virudhunagar District 626128,ME,20.0000,6.2000,5.3000,0.7000,4.0000,3.0000,0.6000,0.2000,18.5000,1.5000,5.7350,0.4650,4.9025,0.3975,0.6475,0.0525,3.7000,0.3000,2.7750,0.2250,0.5550,0.0450,0.1850,0.0150,6,0,5,0,1,0
4676 Total,,,,,,,191.0000,59.2100,50.6150,6.6850,38.2000,28.6500,5.7300,1.9100,176.6750,14.3250,54.7693,4.4407,46.8189,3.7961,6.1836,0.5014,35.3350,2.8650,26.5013,2.1487,5.3003,0.4297,1.7668,0.1432,55,4,47,4,6,1
4677,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Lourdes Mount College of Engineering and Technology  Marthandam-Karungal Road  Chundavilai  Mullanganavilai  Nattalam Post  Kanyakumari District 629195,CE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4677,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Lourdes Mount College of Engineering and Technology  Marthandam-Karungal Road  Chundavilai  Mullanganavilai  Nattalam Post  Kanyakumari District 629195,CS,59.0000,18.2900,15.6350,2.0650,11.8000,8.8500,1.7700,0.5900,54.5750,4.4250,16.9183,1.3718,14.4624,1.1726,1.9101,0.1549,10.9150,0.8850,8.1862,0.6637,1.6373,0.1327,0.5458,0.0442,17,1,14,1,2,0
4677,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Lourdes Mount College of Engineering and Technology  Marthandam-Karungal Road  Chundavilai  Mullanganavilai  Nattalam Post  Kanyakumari District 629195,EC,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4677,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Lourdes Mount College of Engineering and Technology  Marthandam-Karungal Road  Chundavilai  Mullanganavilai  Nattalam Post  Kanyakumari District 629195,EE,29.0000,8.9900,7.6850,1.0150,5.8000,4.3500,0.8700,0.2900,26.8250,2.1750,8.3158,0.6742,7.1086,0.5764,0.9389,0.0761,5.3650,0.4350,4.0238,0.3262,0.8048,0.0652,0.2683,0.0217,8,1,7,1,1,0
4677,NM,Non Autonomous,Co.Ed,KANYAKUMARI,Lourdes Mount College of Engineering and Technology  Marthandam-Karungal Road  Chundavilai  Mullanganavilai  Nattalam Post  Kanyakumari District 629195,ME,60.0000,18.6000,15.9000,2.1000,12.0000,9.0000,1.8000,0.6000,55.5000,4.5000,17.2050,1.3950,14.7075,1.1925,1.9425,0.1575,11.1000,0.9000,8.3250,0.6750,1.6650,0.1350,0.5550,0.0450,17,1,15,1,2,0
4677 Total,,,,,,,206.0000,63.8600,54.5900,7.2100,41.2000,30.9000,6.1800,2.0600,190.5500,15.4500,59.0705,4.7895,50.4958,4.0942,6.6693,0.5408,38.1100,3.0900,28.5825,2.3175,5.7165,0.4635,1.9055,0.1545,59,5,51,4,7,1
4678,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Ramco Institute of Technology  North venganallur Village  Krishnapuram Panchayat  Rajapalayam  Virudhunagar District 626117,AD,76.0000,23.5600,20.1400,2.6600,15.2000,11.4000,2.2800,0.7600,70.3000,5.7000,21.7930,1.7670,18.6295,1.5105,2.4605,0.1995,14.0600,1.1400,10.5450,0.8550,2.1090,0.1710,0.7030,0.0570,22,2,19,1,2,0
4678,NM,Non Autonomous,Co.Ed,VIRUDHUNAGAR,Ramco Institute of Technology  North venganallur Village  Krishnapuram Panchayat  Rajapalayam  Virudhunagar District 626117,CB,38.0000,11.7800,10.0700,1.3300,7.6000,5.7000,1.1400,0.3800,35.1500,2.8500,10.8965,0.8835,9.3148,0.7553,1.2303,0.0998,7.0300,0.5700,5.2725,0.4275,1.0545,0.0855,0.3515,0.0285,11,1,9,1,1,0
