college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,MZ,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,RM,23.0,7.13,6.095,0.805,4.6,3.45,0.69,0.23,21.275000000000002,1.7249999999999999
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,SC,22.0,6.82,5.83,0.77,4.4,3.3,0.66,0.22,20.35,1.65
2716,NM,Non Autonomous,Co.Ed,COIMBATORE,Park College of Engineering and Technology  Kaniyur  Coimbatore District 641659,TX,23.0,7.13,6.095,0.805,4.6,3.45,0.69,0.23,21.275000000000002,1.7249999999999999
2716 Total,,,,,,,488.0,151.28,129.32,17.08,97.6,73.2,14.64,4.88,451.40000000000003,36.6
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,AD,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,CE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,CS,117.0,36.27,31.005,4.095,23.4,17.55,3.51,1.17,108.22500000000001,8.775
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,EC,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,EE,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,IT,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2717,NM,Non Autonomous,Co.Ed,TIRUPPUR,Sasurie College of Engineering  Vijayamangalam  Tiruppur District 638056,SC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2717 Total,,,,,,,529.0,163.99,140.185,18.515,105.8,79.35,15.87,5.29,489.32500000000005,39.675
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,AD,83.0,25.73,21.995,2.905,16.6,12.45,2.49,0.83,76.775,6.225
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CB,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CE,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CJ,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,CS,171.0,53.01,45.315,5.985,34.2,25.65,5.13,1.71,158.175,12.825
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,EC,131.0,40.61,34.715,4.585,26.2,19.65,3.93,1.31,121.17500000000001,9.825
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,EE,87.0,26.97,23.055,3.045,17.4,13.05,2.61,0.87,80.47500000000001,6.5249999999999995
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,IT,170.0,52.7,45.05,5.95,34.0,25.5,5.1,1.7,157.25,12.75
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,ME,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,MZ,88.0,27.28,23.32,3.08,17.6,13.2,2.64,0.88,81.4,6.6
2718,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Enginering and Technology (Autonomous)   Kuniamuthur  Coimbatore District 641008,SC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2718 Total,,,,,,,1020.0,316.2,270.3,35.7,204.0,153.0,30.6,10.2,943.5,76.5
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,AE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,BM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,CE,53.0,16.43,14.045,1.855,10.6,7.95,1.59,0.53,49.025000000000006,3.9749999999999996
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,CJ,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,CS,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,EC,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,EE,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,EI,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,IT,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,ME,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
2719,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Engineering College (Autonomous)  Vattamalaipalayam  Coimbatore District 641022,RM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2719 Total,,,,,,,683.0,211.73,180.995,23.905,136.6,102.45,20.49,6.83,631.775,51.225
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,AD,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,AU,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,CE,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,EC,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,EE,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,IC,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,IT,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2721,NM,Non Autonomous,Co.Ed,COIMBATORE,Tamilnadu College of Engineering  Karumathampatti Post  Coimbatore District 641659,ME,25.0,7.75,6.625,0.875,5.0,3.75,0.75,0.25,23.125,1.875
2721 Total,,,,,,,259.0,80.29,68.635,9.065,51.8,38.85,7.77,2.59,239.57500000000002,19.425
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,AD,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,AM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,CE,48.0,14.88,12.72,1.68,9.6,7.2,1.44,0.48,44.400000000000006,3.5999999999999996
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,CI,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,CS,153.0,47.43,40.545,5.355,30.6,22.95,4.59,1.53,141.525,11.475
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,EC,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,EE,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,IT,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,ME,48.0,14.88,12.72,1.68,9.6,7.2,1.44,0.48,44.400000000000006,3.5999999999999996
2722,NM,Autonomous,Co.Ed,COIMBATORE,Sri Krishna College of Technology (Autonomous)   Kovaipudur Post  Coimbatore District 641042,SC,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2722 Total,,,,,,,746.0,231.26,197.69,26.11,149.2,111.9,22.38,7.46,690.0500000000001,55.949999999999996
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,AD,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,AM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,BM,77.0,23.87,20.405,2.695,15.4,11.55,2.31,0.77,71.22500000000001,5.7749999999999995
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,CE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,CS,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,EC,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,IT,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,MD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2723,NM,Autonomous,Co.Ed,ERODE,Velalar College of Engineering and Technology (Autonomous)  Thindal Post  Erode District 638012,ME,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2723 Total,,,,,,,554.0,171.74,146.81,19.39,110.8,83.1,16.62,5.54,512.45,41.55
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,CS,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2725,NM,Autonomous,Co.Ed,COIMBATORE,Sri Ramakrishna Institute of Technology (Autonomous)  Pachapalayam  Coimbatore District 641010,ME,24.0,7.44,6.36,0.84,4.8,3.6,0.72,0.24,22.200000000000003,1.7999999999999998
2725 Total,,,,,,,234.0,72.54,62.01,8.19,46.8,35.1,7.02,2.34,216.45000000000002,17.55
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AG,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AL,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AO,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,AU,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,BM,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,CE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,CS,115.0,35.65,30.475,4.025,23.0,17.25,3.45,1.15,106.375,8.625
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,EC,96.0,29.76,25.44,3.36,19.2,14.4,2.88,0.96,88.80000000000001,7.199999999999999
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,FD,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,ME,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
2726,NM,Autonomous,Co.Ed,COIMBATORE,SNS College of Technology (Autonomous)  Kalappatti Post  Coimbatore District 641035,MZ,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2726 Total,,,,,,,650.0,201.5,172.25,22.75,130.0,97.5,19.5,6.5,601.25,48.75
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AD,141.0,43.71,37.365,4.935,28.2,21.15,4.23,1.41,130.425,10.575
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AG,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,AL,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,BM,53.0,16.43,14.045,1.855,10.6,7.95,1.59,0.53,49.025000000000006,3.9749999999999996
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,BT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,CE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,CS,141.0,43.71,37.365,4.935,28.2,21.15,4.23,1.41,130.425,10.575
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,EC,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,EE,41.0,12.71,10.865,1.435,8.2,6.15,1.23,0.41,37.925000000000004,3.0749999999999997
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,FD,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,IT,168.0,52.08,44.52,5.88,33.6,25.2,5.04,1.68,155.4,12.6
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,ME,44.0,13.64,11.66,1.54,8.8,6.6,1.32,0.44,40.7,3.3
2727,NM,Autonomous,Co.Ed,COIMBATORE,Sri Shakthi Institute of Engineering and Technology (Autonomous)  L&T Bye-Pass  Venkitapuram Post  Comibatore District 641062,SC,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
2727 Total,,,,,,,1100.0,341.0,291.5,38.5,220.0,165.0,33.0,11.0,1017.5,82.5
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,AD,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,AE,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,CB,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,EC,76.0,23.56,20.14,2.66,15.2,11.4,2.28,0.76,70.3,5.7
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,EE,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,ME,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
2729,NM,Non Autonomous,Co.Ed,COIMBATORE,Nehru Institute of Engineering and Technology  Thirumalayampalayam Post  Coimbatore District 641105,MZ,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2729 Total,,,,,,,420.0,130.2,111.3,14.7,84.0,63.0,12.6,4.2,388.5,31.5
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,AD,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,CS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,EE,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,IT,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,ME,19.0,5.89,5.035,0.665,3.8,2.85,0.57,0.19,17.575,1.425
2731,NM,Non Autonomous,Co.Ed,COIMBATORE,R V S College of Engineering and Technology  Kannampalayam  Sulur  Coimbatore District 641402,PC,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
2731 Total,,,,,,,229.0,70.99,60.685,8.015,45.8,34.35,6.87,2.29,211.82500000000002,17.175
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,AD,49.0,15.19,12.985,1.715,9.8,7.35,1.47,0.49,45.325,3.675
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,CS,69.0,21.39,18.285,2.415,13.8,10.35,2.07,0.69,63.825,5.175
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,EC,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2732,NM,Non Autonomous,Co.Ed,COIMBATORE,Info Institute of Engineering  Sarkar Samakulam  Coimbatore District 641107,EE,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
